bhyatt|100|6.64|6.64|3830|1
ii|100|6.64|6.64|3824|1
baird|20|6.3|1.26|16456|6
baird|10|6.3|.63|16450|6
baird|70|4.46|3.12|16459|7
mwhenson|21.51|6.64|1.43|3824|1
baird|20|4.46|.89|16456|7
baird|10|4.46|.45|16450|7
baird|70|40.39|28.27|16459|8
baird|20|40.39|8.08|16456|8
baird|10|40.39|4.04|16450|8
baird|70|12.98|9.09|16459|28
baird|20|12.98|2.6|16456|28
baird|10|12.98|1.29|16450|28
baird|70|20.56|14.39|16459|46
baird|20|20.56|4.11|16456|46
baird|10|20.56|2.06|16450|46
elissa|50|40.39|20.19|80788|8
elissa|50|12.98|6.49|75107|28
elissa|50|12.98|6.49|80788|28
elissa|50|20.56|10.28|75107|46
elissa|50|20.56|10.28|80788|46
elliel|90|6.64|5.98|78657|1
elliel|10|6.64|.66|80733|1
elliel|90|6.3|5.67|78657|6
elliel|10|6.3|.63|80733|6
elliel|90|4.46|4.01|78657|7
elliel|10|4.46|.45|80733|7
elliel|90|40.39|36.35|78657|8
elliel|10|40.39|4.04|80733|8
elliel|90|12.98|11.68|78657|28
elliel|10|12.98|1.3|80733|28
elliel|90|20.56|18.5|78657|46
elliel|10|20.56|2.06|80733|46
elvis|50|6.64|3.32|75107|1
elvis|50|6.64|3.32|80847|1
ywseo|100|6.64|6.64|51274|1
ywseo|100|6.3|6.3|51274|6
elvis|50|6.3|3.15|75107|6
elvis|50|6.3|3.15|80847|6
elvis|50|4.46|2.23|75107|7
rmiya|1|40.39|.4|2142|8
rmiya|1|6.64|.07|2142|1
rmiya|1|12.98|.13|2142|28
rmiya|1|6.3|.06|2142|6
rmiya|1|4.46|.04|2142|7
rmiya|1|20.56|.21|2142|46
elvis|50|4.46|2.23|80847|7
elvis|50|40.39|20.2|75107|8
elvis|50|40.39|20.19|80847|8
rnw|1|40.39|.4|2746|8
rnw|1|6.64|.07|2746|1
rnw|1|12.98|.13|2746|28
rnw|1|6.3|.06|2746|6
rnw|1|4.46|.04|2746|7
rnw|1|20.56|.21|2746|46
elvis|50|12.98|6.49|75107|28
elvis|50|12.98|6.49|80847|28
elvis|50|20.56|10.28|75107|46
elvis|50|20.56|10.28|80847|46
ywseo|100|4.46|4.46|51274|7
ywseo|100|40.39|40.39|51274|8
ywseo|100|12.98|12.98|51274|28
ywseo|100|20.56|20.56|51274|46
emc|40|6.64|2.66|71968|1
emc|25|6.64|1.66|48136|1
emc|20|6.64|1.33|80951|1
emc|15|6.64|.99|47851|1
emc|40|6.3|2.52|71968|6
emc|25|6.3|1.58|48136|6
emc|20|6.3|1.26|80951|6
emc|15|6.3|.94|47851|6
emc|40|4.46|1.78|71968|7
emc|25|4.46|1.12|48136|7
emc|20|4.46|.89|80951|7
arlcon|100|6.64|6.64|16460|1
mdavel|3.5|6.64|.23|61407|1
emc|15|4.46|.67|47851|7
alik|100|6.64|6.64|74594|1
skees|100|6.3|6.3|3953|6
skees|100|4.46|4.46|3953|7
skees|100|40.39|40.39|3953|8
skees|100|12.98|12.98|3953|28
skees|100|20.56|20.56|3953|46
alik|100|6.3|6.3|74594|6
alik|100|4.46|4.46|74594|7
alik|100|40.39|40.39|74594|8
alik|100|12.98|12.98|74594|28
alik|100|20.56|20.56|74594|46
skees|100|6.64|6.64|3953|1
stocky|100|6.64|6.64|3953|1
stocky|100|6.3|6.3|3953|6
stocky|100|4.46|4.46|3953|7
stocky|100|40.39|40.39|3953|8
stocky|100|12.98|12.98|3953|28
stocky|100|20.56|20.56|3953|46
emc|40|40.39|16.16|71968|8
emc|25|40.39|10.1|48136|8
emc|20|40.39|8.08|80951|8
emc|15|40.39|6.05|47851|8
emc|40|12.98|5.19|71968|28
emc|25|12.98|3.25|48136|28
emc|20|12.98|2.6|80951|28
emc|15|12.98|1.94|47851|28
emc|40|20.56|8.22|71968|46
emc|25|20.56|5.14|48136|46
emc|20|20.56|4.11|80951|46
prabhav|100|6.3|6.3|3299|6
prabhav|100|4.46|4.46|3299|7
prabhav|100|20.56|20.56|3299|46
ahilti|50|40.39|20.2|6705|8
ahilti|50|12.98|6.49|6705|28
ahilti|50|6.3|3.15|6705|6
ahilti|50|4.46|2.23|6705|7
emc|15|20.56|3.09|47851|46
er1k|100|6.64|6.64|80762|1
er1k|100|6.3|6.3|80762|6
biefeld|100|4.46|4.46|61130|7
biefeld|100|40.39|40.39|61130|8
biefeld|100|12.98|12.98|61130|28
biefeld|100|20.56|20.56|61130|46
bingwu|50|6.64|3.32|64979|1
er1k|100|4.46|4.46|80762|7
bingwu|50|6.64|3.32|65236|1
bingwu|50|6.3|3.15|64979|6
bingwu|50|6.3|3.15|65236|6
bingwu|50|4.46|2.23|64979|7
bingwu|50|4.46|2.23|65236|7
er1k|100|40.39|40.39|80762|8
er1k|100|12.98|12.98|80762|28
bingwu|50|40.39|20.2|64979|8
bingwu|50|40.39|20.19|65236|8
maverick|100|6.64|6.64|51399|1
maverick|100|6.3|6.3|51399|6
maverick|100|4.46|4.46|51399|7
maverick|100|40.39|40.39|51399|8
maverick|100|12.98|12.98|51399|28
bingwu|50|12.98|6.49|64979|28
wew|100|6.64|6.64|76263|1
er1k|100|20.56|20.56|80762|46
falfaro|100|6.64|6.64|78673|1
falfaro|100|6.3|6.3|78673|6
maverick|100|20.56|20.56|51399|46
falfaro|100|4.46|4.46|78673|7
falfaro|100|40.39|40.39|78673|8
falfaro|100|12.98|12.98|78673|28
bingwu|50|12.98|6.49|65236|28
falfaro|100|20.56|20.56|78673|46
fanguo|100|6.64|6.64|3828|1
fanguo|100|6.3|6.3|3828|6
fanguo|100|4.46|4.46|3828|7
fanguo|100|40.39|40.39|3828|8
fanguo|100|12.98|12.98|3828|28
fanguo|100|20.56|20.56|3828|46
glmiller|100|6.64|6.64|56680|1
glmiller|100|6.3|6.3|56680|6
glmiller|100|4.46|4.46|56680|7
billings|70|6.64|4.65|16459|1
billings|20|6.64|1.33|16456|1
billings|10|6.64|.66|16450|1
glmiller|100|40.39|40.39|56680|8
glmiller|100|12.98|12.98|56680|28
billings|70|6.3|4.41|16459|6
billings|20|6.3|1.26|16456|6
billings|10|6.3|.63|16450|6
billings|70|4.46|3.12|16459|7
billings|20|4.46|.89|16456|7
billings|10|4.46|.45|16450|7
jennsbl|100|6.64|6.64|3826|1
jennsbl|100|6.3|6.3|3826|6
jennsbl|100|4.46|4.46|3826|7
jennsbl|100|40.39|40.39|3826|8
jennsbl|100|12.98|12.98|3826|28
kdg|4.6|40.39|1.86|2636|8
kdg|4.6|6.64|.31|2636|1
kdg|4.6|4.46|.21|2636|7
kdg|4.6|20.56|.95|2636|46
billings|70|40.39|28.27|16459|8
billings|20|40.39|8.08|16456|8
cleah|5|6.64|.33|76864|1
billings|10|40.39|4.04|16450|8
glmiller|100|20.56|20.56|56680|46
peterc|100|4.46|4.46|80263|7
peterc|100|40.39|40.39|80263|8
peterc|100|12.98|12.98|80263|28
peterc|100|20.56|20.56|80263|46
abiraman|100|6.3|6.3|80191|6
lireadm|3.5|6.3|.22|8213|6
lireadm|3.5|4.46|.16|8213|7
lireadm|3.5|40.39|1.41|8213|8
lireadm|3.5|12.98|.45|8213|28
lireadm|3.5|20.56|.72|8213|46
abiraman|100|4.46|4.46|80191|7
abiraman|100|40.39|40.39|80191|8
abiraman|100|12.98|12.98|80191|28
abiraman|100|20.56|20.56|80191|46
mpalatuc|100|6.3|6.3|3825|6
mpalatuc|100|4.46|4.46|3825|7
morgang|100|40.39|40.39|2171|8
mpalatuc|100|40.39|40.39|3825|8
mpalatuc|100|12.98|12.98|3825|28
mpalatuc|100|20.56|20.56|3825|46
carchan|3.5|6.3|.22|80288|6
shuntaro|100|6.3|6.3|74536|6
shuntaro|100|4.46|4.46|74536|7
shuntaro|100|40.39|40.39|74536|8
shuntaro|100|12.98|12.98|74536|28
shuntaro|100|20.56|20.56|74536|46
carchan|3.5|4.46|.16|80288|7
carchan|3.5|40.39|1.41|80288|8
carchan|3.5|12.98|.45|80288|28
carchan|3.5|20.56|.72|80288|46
mohitg|100|6.3|6.3|48945|6
rtaborda|100|6.3|6.3|68172|6
rtaborda|100|4.46|4.46|68172|7
rtaborda|100|40.39|40.39|68172|8
rtaborda|100|12.98|12.98|68172|28
rtaborda|100|20.56|20.56|68172|46
mohitg|100|4.46|4.46|48945|7
mohitg|100|40.39|40.39|48945|8
mohitg|100|12.98|12.98|48945|28
mohitg|100|20.56|20.56|48945|46
lireadm|3.5|6.64|.23|8213|1
mjs|100|40.39|40.39|3824|8
mjs|100|6.64|6.64|3824|1
mjs|100|12.98|12.98|3824|28
mjs|100|6.3|6.3|3824|6
mjs|100|4.46|4.46|3824|7
mjs|100|20.56|20.56|3824|46
msakr|100|40.39|40.39|1569|8
msakr|100|6.64|6.64|1569|1
msakr|100|12.98|12.98|1569|28
msakr|100|6.3|6.3|1569|6
msakr|100|4.46|4.46|1569|7
msakr|100|20.56|20.56|1569|46
msavvid|5|40.39|2.02|2275|8
msavvid|5|6.64|.33|2275|1
msavvid|5|12.98|.65|2275|28
msavvid|5|6.3|.32|2275|6
msavvid|5|4.46|.22|2275|7
msavvid|5|20.56|1.03|2275|46
stefann|1|6.64|.07|59596|1
tmalisie|100|6.3|6.3|48945|6
tmalisie|100|4.46|4.46|48945|7
tmalisie|100|40.39|40.39|48945|8
tmalisie|100|12.98|12.98|48945|28
tmalisie|100|20.56|20.56|48945|46
aluders|100|6.64|6.64|48945|1
stefann|1|6.3|.06|59596|6
stefann|1|4.46|.04|59596|7
stefann|1|40.39|.4|59596|8
stefann|1|12.98|.13|59596|28
stefann|1|20.56|.21|59596|46
peterc|100|6.3|6.3|80263|6
aluders|100|6.3|6.3|48945|6
aluders|100|4.46|4.46|48945|7
aluders|100|40.39|40.39|48945|8
aluders|100|12.98|12.98|48945|28
aluders|100|20.56|20.56|48945|46
fcalder|100|6.3|6.3|48945|6
fcalder|100|4.46|4.46|48945|7
fcalder|100|40.39|40.39|48945|8
fcalder|100|12.98|12.98|48945|28
rboulet|100|6.3|6.3|78662|6
akalamda|100|6.3|6.3|3825|6
akalamda|100|4.46|4.46|3825|7
akalamda|100|40.39|40.39|3825|8
akalamda|100|12.98|12.98|3825|28
akalamda|100|20.56|20.56|3825|46
rboulet|100|4.46|4.46|78662|7
sniekum|49.16|6.64|3.26|62476|1
sniekum|49.16|6.3|3.1|62476|6
sniekum|49.16|4.46|2.19|62476|7
sniekum|49.16|40.39|19.86|62476|8
sniekum|49.16|12.98|6.38|62476|28
sniekum|49.16|20.56|10.11|62476|46
mc|50|40.39|20.2|2285|8
mthomas|1|6.64|.07|8213|1
mc|50|6.64|3.32|2285|1
mc|50|12.98|6.49|2285|28
mc|50|6.3|3.15|2285|6
mc|50|4.46|2.23|2285|7
mc|50|20.56|10.28|2285|46
mthomas|1|6.3|.06|8213|6
mthomas|1|4.46|.04|8213|7
mthomas|1|40.39|.4|8213|8
mthomas|1|12.98|.13|8213|28
mc9p|10|40.39|4.04|8247|8
mc9p|10|6.64|.66|8247|1
mc9p|10|12.98|1.3|8247|28
mc9p|10|6.3|.63|8247|6
mc9p|10|4.46|.45|8247|7
mc9p|10|20.56|2.06|8247|46
map|100|20.56|20.56|16463|46
rothrock|100|6.64|6.64|64012|1
sem|60|6.64|3.98|16460|1
rsingh|100|6.3|6.3|1494|6
rsingh|100|4.46|4.46|1494|7
rsingh|100|40.39|40.39|1494|8
rsingh|100|12.98|12.98|1494|28
rsingh|100|20.56|20.56|1494|46
vipul|30|6.3|1.89|3967|6
vipul|30|4.46|1.34|3967|7
vipul|30|40.39|12.12|3967|8
vipul|30|12.98|3.89|3967|28
vipul|30|20.56|6.17|3967|46
vipul|30|6.64|1.99|3967|1
service|100|6.3|6.3|16460|6
service|100|4.46|4.46|16460|7
service|100|40.39|40.39|16460|8
service|100|12.98|12.98|16460|28
service|100|20.56|20.56|16460|46
rsingh|100|6.64|6.64|1494|1
service|100|6.64|6.64|16460|1
rboulet|100|40.39|40.39|78662|8
rboulet|100|12.98|12.98|78662|28
rboulet|100|20.56|20.56|78662|46
wqwang|60|6.3|3.78|74043|6
mthomas|1|20.56|.21|8213|46
faulring|50|6.64|3.32|3824|1
wqwang|60|4.46|2.68|74043|7
wqwang|60|40.39|24.23|74043|8
wqwang|60|12.98|7.79|74043|28
wqwang|60|20.56|12.34|74043|46
hdunlop|100|6.3|6.3|3825|6
hdunlop|100|4.46|4.46|3825|7
hdunlop|100|40.39|40.39|3825|8
hdunlop|100|12.98|12.98|3825|28
hdunlop|100|20.56|20.56|3825|46
mari|93.75|40.39|37.87|3824|8
mari|93.75|6.64|6.23|3824|1
mari|93.75|12.98|12.17|3824|28
mari|93.75|6.3|5.91|3824|6
mari|93.75|4.46|4.18|3824|7
mari|93.75|20.56|19.28|3824|46
marian|100|40.39|40.39|3827|8
marian|100|6.64|6.64|3827|1
marian|100|12.98|12.98|3827|28
marian|100|6.3|6.3|3827|6
marian|100|4.46|4.46|3827|7
marian|100|20.56|20.56|3827|46
marietta|100|40.39|40.39|2746|8
marietta|100|6.64|6.64|2746|1
marietta|100|12.98|12.98|2746|28
marietta|100|6.3|6.3|2746|6
marietta|100|4.46|4.46|2746|7
marietta|100|20.56|20.56|2746|46
marina|50|40.39|20.2|3734|8
marina|50|6.64|3.32|3734|1
faulring|50|6.64|3.32|80641|1
faulring|50|6.3|3.15|3824|6
faulring|50|6.3|3.15|80641|6
faulring|50|4.46|2.23|3824|7
faulring|50|4.46|2.23|80641|7
mmandel|100|6.64|6.64|3825|1
mmandel|100|6.3|6.3|3825|6
jsoudry|100|6.3|6.3|19266|6
jsoudry|100|4.46|4.46|19266|7
jsoudry|100|40.39|40.39|19266|8
jsoudry|100|12.98|12.98|19266|28
jsoudry|100|20.56|20.56|19266|46
mmandel|100|4.46|4.46|3825|7
mmandel|100|40.39|40.39|3825|8
mmandel|100|12.98|12.98|3825|28
mmandel|100|20.56|20.56|3825|46
mnollen|12.29|6.64|.82|3880|1
mnollen|12.29|6.3|.77|3880|6
mnollen|12.29|4.46|.55|3880|7
khirayam|100|40.39|40.39|2270|8
khirayam|100|6.64|6.64|2270|1
khirayam|100|12.98|12.98|2270|28
khirayam|100|6.3|6.3|2270|6
khirayam|100|4.46|4.46|2270|7
khirayam|100|20.56|20.56|2270|46
khoo|12.5|40.39|5.05|3879|8
khoo|12.5|6.64|.83|3879|1
khoo|12.5|12.98|1.62|3879|28
khoo|12.5|6.3|.79|3879|6
khoo|12.5|4.46|.56|3879|7
khoo|12.5|20.56|2.57|3879|46
mnollen|12.29|40.39|4.96|3880|8
faulring|50|40.39|20.2|3824|8
faulring|50|40.39|20.19|80641|8
faulring|50|12.98|6.49|3824|28
faulring|50|12.98|6.49|80641|28
faulring|50|20.56|10.28|3824|46
faulring|50|20.56|10.28|80641|46
fcalder|100|6.64|6.64|48945|1
lgarrid|2|40.39|.81|2270|8
lgarrid|1.75|40.39|.71|19266|8
lgarrid|1.25|40.39|.5|2280|8
lgarrid|2|6.64|.13|2270|1
lgarrid|1.75|6.64|.12|19266|1
lgarrid|1.25|6.64|.08|2280|1
lgarrid|2|12.98|.26|2270|28
lgarrid|1.75|12.98|.23|19266|28
lgarrid|1.25|12.98|.16|2280|28
lgarrid|2|6.3|.13|2270|6
lgarrid|1.75|6.3|.11|19266|6
lgarrid|1.25|6.3|.08|2280|6
lgarrid|2|4.46|.09|2270|7
lgarrid|1.75|4.46|.08|19266|7
lgarrid|1.25|4.46|.05|2280|7
lgarrid|2|20.56|.41|2270|46
lgarrid|1.75|20.56|.36|19266|46
lgarrid|1.25|20.56|.26|2280|46
lgarrido|100|40.39|40.39|2270|8
lgarrido|100|6.64|6.64|2270|1
lgarrido|100|12.98|12.98|2270|28
lgarrido|100|6.3|6.3|2270|6
lgarrido|100|4.46|4.46|2270|7
lgarrido|100|20.56|20.56|2270|46
lgirardo|100|40.39|40.39|3707|8
ngautam|100|6.64|6.64|80918|1
ngautam|100|6.3|6.3|80918|6
ngautam|100|4.46|4.46|80918|7
ngautam|100|40.39|40.39|80918|8
poladian|40|6.64|2.66|3824|1
lakshmi|60|6.3|3.78|67737|6
lakshmi|60|4.46|2.68|67737|7
lakshmi|60|40.39|24.23|67737|8
pinard|100|6.64|6.64|80529|1
pinard|100|6.3|6.3|80529|6
pinard|100|4.46|4.46|80529|7
pinard|100|40.39|40.39|80529|8
pinard|100|12.98|12.98|80529|28
lakshmi|60|12.98|7.79|67737|28
lakshmi|60|20.56|12.34|67737|46
mrmyers|100|6.3|6.3|80661|6
poladian|60|6.3|3.78|80650|6
poladian|40|6.3|2.52|3824|6
poladian|60|4.46|2.68|80650|7
poladian|40|4.46|1.78|3824|7
dbertram|100|6.3|6.3|76360|6
ksteinba|100|6.3|6.3|76360|6
mrmyers|100|4.46|4.46|80661|7
mrmyers|100|40.39|40.39|80661|8
mrmyers|100|12.98|12.98|80661|28
mrmyers|100|20.56|20.56|80661|46
ejpark|3.5|6.3|.22|80775|6
djkim|100|6.3|6.3|80750|6
djkim|100|4.46|4.46|80750|7
ksteinba|100|4.46|4.46|76360|7
cleah|5|6.3|.32|76864|6
cleah|5|4.46|.22|76864|7
cleah|5|40.39|2.02|76864|8
djkim|100|40.39|40.39|80750|8
djkim|100|12.98|12.98|80750|28
djkim|100|20.56|20.56|80750|46
ejpark|3.5|4.46|.16|80775|7
ejpark|3.5|40.39|1.41|80775|8
ejpark|3.5|12.98|.45|80775|28
ejpark|3.5|20.56|.72|80775|46
ngautam|100|12.98|12.98|80918|28
ksteinba|100|40.39|40.39|76360|8
mlicitra|100|6.3|6.3|76363|6
mlicitra|100|4.46|4.46|76363|7
mlicitra|100|40.39|40.39|76363|8
mlicitra|100|12.98|12.98|76363|28
mlicitra|100|20.56|20.56|76363|46
lw2j|1|6.64|.07|59596|1
lw2j|1|6.3|.06|59596|6
lw2j|1|4.46|.04|59596|7
lw2j|1|40.39|.4|59596|8
cleah|5|12.98|.65|76864|28
cleah|5|20.56|1.03|76864|46
lw2j|1|12.98|.13|59596|28
ngautam|100|20.56|20.56|80918|46
lw2j|1|20.56|.21|59596|46
sef|100|6.64|6.64|80639|1
sef|100|6.3|6.3|80639|6
jennylo|12.5|40.39|5.05|3824|8
sef|100|4.46|4.46|80639|7
sef|100|40.39|40.39|80639|8
sef|100|12.98|12.98|80639|28
sef|100|20.56|20.56|80639|46
jennylo|12.5|6.64|.83|3824|1
pinard|100|20.56|20.56|80529|46
poladian|60|6.64|3.98|80650|1
jennylo|12.5|12.98|1.62|3824|28
jennylo|12.5|6.3|.79|3824|6
jennylo|12.5|4.46|.56|3824|7
jennylo|12.5|20.56|2.57|3824|46
jens|100|40.39|40.39|2587|8
jens|100|6.64|6.64|2587|1
jens|100|12.98|12.98|2587|28
jens|100|6.3|6.3|2587|6
jens|100|4.46|4.46|2587|7
jens|100|20.56|20.56|2587|46
jessee|100|40.39|40.39|2214|8
jessee|100|6.64|6.64|2214|1
jessee|100|12.98|12.98|2214|28
poladian|60|40.39|24.23|80650|8
poladian|40|40.39|16.16|3824|8
jessee|100|6.3|6.3|2214|6
jessee|100|4.46|4.46|2214|7
jessee|100|20.56|20.56|2214|46
jmlucas|100|4.46|4.46|3833|7
jmlucas|100|40.39|40.39|3833|8
jmlucas|100|12.98|12.98|3833|28
jmlucas|100|20.56|20.56|3833|46
poladian|60|12.98|7.79|80650|28
poladian|40|12.98|5.19|3824|28
poladian|60|20.56|12.34|80650|46
poladian|40|20.56|8.22|3824|46
pratyus|100|6.64|6.64|81069|1
pratyus|100|6.3|6.3|81069|6
pratyus|100|4.46|4.46|81069|7
pratyus|100|40.39|40.39|81069|8
pratyus|100|12.98|12.98|81069|28
pratyus|100|20.56|20.56|81069|46
ksteinba|100|12.98|12.98|76360|28
ksteinba|100|20.56|20.56|76360|46
dbertram|100|4.46|4.46|76360|7
dbertram|100|40.39|40.39|76360|8
dbertram|100|12.98|12.98|76360|28
jawhite|12.29|6.64|.82|78748|1
jawhite|12.29|6.3|.77|78748|6
jawhite|12.29|4.46|.55|78748|7
jawhite|12.29|40.39|4.96|78748|8
kmb|30|6.64|1.99|16470|1
kmb|25|6.64|1.66|16462|1
kmb|20|6.64|1.33|16466|1
kmb|10|6.64|.66|16457|1
kmb|5|6.64|.33|16460|1
kmb|5|6.64|.33|16464|1
kmb|5|6.64|.34|16465|1
kmb|30|6.3|1.89|16470|6
jawhite|12.29|12.98|1.6|78748|28
jawhite|12.29|20.56|2.53|78748|46
dbertram|100|20.56|20.56|76360|46
jmccullo|30|6.64|1.99|3966|1
prybski|43.18|6.64|2.87|81054|1
prybski|37.5|6.64|2.49|56680|1
prybski|19.32|6.64|1.28|81071|1
rnecas|3.5|6.3|.22|75138|6
jmccullo|30|6.3|1.89|3966|6
jmccullo|30|4.46|1.34|3966|7
jmccullo|30|40.39|12.12|3966|8
jmccullo|30|12.98|3.89|3966|28
prybski|43.18|6.3|2.72|81054|6
infonet|100|40.39|40.39|2746|8
infonet|100|6.64|6.64|2746|1
infonet|100|12.98|12.98|2746|28
infonet|100|6.3|6.3|2746|6
heywood|95|40.39|38.37|3707|8
heywood|95|6.64|6.31|3707|1
heywood|95|12.98|12.33|3707|28
heywood|95|6.3|5.99|3707|6
heywood|95|4.46|4.24|3707|7
heywood|95|20.56|19.53|3707|46
prybski|37.5|6.3|2.36|56680|6
prybski|19.32|6.3|1.22|81071|6
prybski|43.18|4.46|1.93|81054|7
prybski|37.5|4.46|1.67|56680|7
prybski|19.32|4.46|.86|81071|7
jmccullo|30|20.56|6.17|3966|46
cs50|100|6.3|6.3|76966|6
rnecas|3.5|4.46|.16|75138|7
rnecas|3.5|40.39|1.41|75138|8
rnecas|3.5|12.98|.45|75138|28
rnecas|3.5|20.56|.72|75138|46
misidore|30|6.3|1.89|16460|6
misidore|30|4.46|1.34|16460|7
misidore|30|40.39|12.12|16460|8
misidore|30|12.98|3.89|16460|28
misidore|30|20.56|6.17|16460|46
smritigu|30|6.3|1.89|16460|6
rmvega|100|12.98|12.98|52076|28
rmvega|100|20.56|20.56|52076|46
smritigu|30|4.46|1.34|16460|7
smritigu|30|40.39|12.12|16460|8
smritigu|30|12.98|3.89|16460|28
smritigu|30|20.56|6.17|16460|46
prybski|43.18|40.39|17.44|81054|8
rmvega|100|6.64|6.64|52076|1
rmvega|100|6.3|6.3|52076|6
rmvega|100|4.46|4.46|52076|7
rmvega|100|40.39|40.39|52076|8
prybski|37.5|40.39|15.15|56680|8
prybski|19.32|40.39|7.8|81071|8
prybski|43.18|12.98|5.6|81054|28
hhild|1|40.39|.4|2001|8
hhild|1|6.64|.07|2001|1
hhild|1|12.98|.13|2001|28
hhild|1|6.3|.06|2001|6
hhild|1|4.46|.04|2001|7
hhild|1|20.56|.21|2001|46
hideo|1|40.39|.4|2214|8
hideo|1|6.64|.07|2214|1
hideo|1|12.98|.13|2214|28
hideo|1|6.3|.06|2214|6
hideo|1|4.46|.04|2214|7
hideo|1|20.56|.21|2214|46
cs50|100|4.46|4.46|76966|7
cs50|100|40.39|40.39|76966|8
cs50|100|12.98|12.98|76966|28
cs50|100|20.56|20.56|76966|46
frank|30|6.3|1.89|80762|6
frank|30|4.46|1.34|80762|7
frank|30|40.39|12.12|80762|8
frank|30|12.98|3.89|80762|28
asim|100|6.3|6.3|59341|6
asim|100|4.46|4.46|59341|7
asim|100|40.39|40.39|59341|8
asim|100|12.98|12.98|59341|28
mdereno|100|6.3|6.3|3833|6
heron|100|6.3|6.3|43128|6
artest|100|6.3|6.3|16459|6
artest|100|4.46|4.46|16459|7
artest|100|40.39|40.39|16459|8
btobin|100|6.64|6.64|3299|1
btobin|100|6.3|6.3|3299|6
btobin|100|4.46|4.46|3299|7
btobin|100|40.39|40.39|3299|8
btobin|100|12.98|12.98|3299|28
btobin|100|20.56|20.56|3299|46
artest|100|12.98|12.98|16459|28
artest|100|20.56|20.56|16459|46
artest|100|6.64|6.64|16459|1
asim|100|20.56|20.56|59341|46
heron|100|4.46|4.46|43128|7
heron|100|40.39|40.39|43128|8
heron|100|12.98|12.98|43128|28
heron|100|20.56|20.56|43128|46
asim|100|6.64|6.64|59341|1
mdereno|100|4.46|4.46|3833|7
mdereno|100|40.39|40.39|3833|8
mdereno|100|12.98|12.98|3833|28
mdereno|100|20.56|20.56|3833|46
heron|100|6.64|6.64|43128|1
mdereno|100|6.64|6.64|3833|1
hyojin|100|6.64|6.64|16460|1
hyojin|100|6.3|6.3|16460|6
hyojin|100|4.46|4.46|16460|7
hyojin|100|40.39|40.39|16460|8
hyojin|100|12.98|12.98|16460|28
hyojin|100|20.56|20.56|16460|46
pys|12.5|12.98|1.62|3879|28
pys|12.5|6.3|.79|3879|6
pys|12.5|4.46|.56|3879|7
pys|12.5|20.56|2.57|3879|46
frank|30|20.56|6.17|80762|46
hideki|30|6.64|1.99|80762|1
hideki|30|6.3|1.89|80762|6
raj|100|6.64|6.64|2655|1
raj|100|6.3|6.3|2655|6
raj|100|4.46|4.46|2655|7
raj|100|40.39|40.39|2655|8
raj|100|12.98|12.98|2655|28
raj|100|20.56|20.56|2655|46
rhiggins|100|6.3|6.3|3833|6
rhiggins|100|4.46|4.46|3833|7
qihe|100|40.39|40.39|399|8
qihe|100|6.64|6.64|399|1
qihe|100|12.98|12.98|399|28
qihe|100|6.3|6.3|399|6
qihe|100|4.46|4.46|399|7
qihe|100|20.56|20.56|399|46
rhiggins|100|40.39|40.39|3833|8
rhiggins|100|12.98|12.98|3833|28
crothwel|30|6.3|1.89|2572|6
crothwel|30|4.46|1.34|2572|7
